feature,amplitude,percent_close_to_median,skew
154,76.0,0.6666666666666666,1.6678220701047104
155,54.0,0.5555555555555556,1.2736090760109269
156,53.5,0.3333333333333333,1.2775630523021948
157,84.0,0.6666666666666666,2.126629908796176
158,77.0,0.7777777777777778,1.8860806240457515
159,72.0,0.7777777777777778,1.7191409276551148
160,68.0,0.6666666666666666,1.628473664816793
161,77.5,0.7777777777777778,1.7763150844648345
162,56.0,0.5555555555555556,1.3089231414109397
163,76.0,0.6666666666666666,1.767233679766792
164,74.5,0.4444444444444444,2.046708220831431
165,48.5,0.2222222222222222,0.924902131361675
166,80.5,0.6666666666666666,2.0117037694068953
167,74.5,0.7777777777777778,1.8120648009470128
168,74.0,0.6666666666666666,2.069940964466177
169,78.5,0.7777777777777778,1.8674467400521648
170,74.0,0.7777777777777778,1.6745462203745873
171,71.0,0.6666666666666666,1.6628873443332346
172,73.5,0.7777777777777778,1.814831534022717
173,46.0,0.1111111111111111,0.6739767206875028
174,70.5,0.6666666666666666,1.5066457818164483
175,60.5,0.3333333333333333,1.5118022764873031
176,78.0,0.4444444444444444,1.9861752744809273
177,59.0,0.2222222222222222,1.507805090046655
178,71.0,0.4444444444444444,1.8801507472852577
179,70.0,0.6666666666666666,1.550944930899367
180,52.5,0.2222222222222222,1.1693112812380613
181,41.0,0.1111111111111111,0.3661594970992199
182,71.5,0.6666666666666666,1.9039440551422764
183,51.0,0.2222222222222222,1.087376748631398
184,66.0,0.4444444444444444,1.6663236251915354
185,74.5,0.7777777777777778,1.807277081501622
186,71.5,0.7777777777777778,1.6355117654885394
187,78.0,0.7777777777777778,1.9495789817998233
188,78.5,0.7777777777777778,1.7361811964514202
189,59.5,0.4444444444444444,1.5122410613300086
190,53.0,0.3333333333333333,1.2245999563771859
191,89.0,0.7777777777777778,2.2664712239350235
192,43.0,0.2222222222222222,0.6804112577279896
193,78.0,0.7777777777777778,1.8708628502327938
194,72.5,0.6666666666666666,1.6207326285733816
195,37.5,0.2222222222222222,0.14540637624314154
196,52.5,0.5555555555555556,1.0512417758055863
197,54.5,0.5555555555555556,1.1986786994305136
198,83.0,0.7777777777777778,2.028464164886229
199,71.5,0.6666666666666666,1.6055627944750526
200,38.5,0.1111111111111111,0.13996911206967128
201,82.5,0.6666666666666666,2.0563278666189566
202,37.5,0.2222222222222222,0.0849588780876825
203,71.5,0.7777777777777778,1.7178593155579638
204,81.0,0.4444444444444444,2.1362178766388378
205,101.0,0.8888888888888888,2.3632020973588013
206,74.0,0.7777777777777778,1.7062244797530723
207,83.5,0.6666666666666666,2.037830009816003
208,78.5,0.7777777777777778,1.7426128642844179
209,77.0,0.6666666666666666,1.7841808323278512
210,68.5,0.3333333333333333,1.8032492688412278
211,66.0,0.6666666666666666,1.4306548771312568
212,83.5,0.7777777777777778,2.087852169465699
213,66.0,0.7777777777777778,1.4294505041437235
214,51.0,0.3333333333333333,1.0812293843903102
215,37.0,0.1111111111111111,0.260619405485238
216,40.0,0.2222222222222222,0.2981969734131355
217,72.5,0.6666666666666666,1.619894525215177
218,72.5,0.6666666666666666,1.9335957529040912
219,73.0,0.6666666666666666,1.6341594614748143
220,61.5,0.4444444444444444,1.4438172355568506
221,44.5,0.2222222222222222,0.7804774598621218
222,91.0,0.7777777777777778,2.277026663921421
223,78.5,0.6666666666666666,1.942661677691111
224,77.0,0.7777777777777778,1.8221694717371641
225,83.0,0.6666666666666666,2.1294594023654176
226,71.5,0.6666666666666666,1.692054581650623
227,75.5,0.6666666666666666,1.8559196904416686
228,64.0,0.4444444444444444,1.5947755178750282
229,67.0,0.4444444444444444,1.6546443866433531
230,66.0,0.6666666666666666,1.4949562266406948
231,77.5,0.7777777777777778,1.833183261470133
232,39.0,0.1111111111111111,0.3637441445546922
233,76.5,0.7777777777777778,1.9910535617331326
234,86.0,0.7777777777777778,2.191451709687549
235,60.5,0.6666666666666666,1.5266969020884844
236,49.5,0.2222222222222222,0.9671076632198825
237,69.0,0.7777777777777778,1.5086005526932522
238,35.0,0.1111111111111111,0.19244894223313072
239,39.0,0.2222222222222222,0.429764765449781
240,68.5,0.6666666666666666,1.5480813898417896
241,50.5,0.3333333333333333,1.0031581313867233
242,48.0,0.3333333333333333,1.0805531230515981
243,78.0,0.7777777777777778,1.9007392156179277
244,64.5,0.7777777777777778,1.4113958406441824
245,72.5,0.3333333333333333,1.73038607530442
246,72.0,0.6666666666666666,1.800549747861478
247,39.0,0.3333333333333333,0.14074831870183757
248,58.5,0.3333333333333333,1.5236571246747648
249,60.0,0.4444444444444444,1.393349219624366
250,77.0,0.6666666666666666,1.8525067490543865
251,80.0,0.7777777777777778,1.8482542910531137
252,36.0,0.1111111111111111,0.0519389709393252
253,78.5,0.7777777777777778,1.7480921315456603
254,41.5,0.1111111111111111,0.42470476277535757
255,81.5,0.7777777777777778,1.9454997101581541
256,68.5,0.5555555555555556,1.647302143115402
257,74.0,0.3333333333333333,2.044682472871283
258,72.5,0.6666666666666666,1.7740501170098113
259,77.0,0.6666666666666666,1.8673963420519164
260,76.0,0.7777777777777778,1.61965817839291
261,80.0,0.7777777777777778,2.017924405978077
262,76.0,0.6666666666666666,1.8658454200972205
263,64.5,0.7777777777777778,1.4121153676829452
264,73.5,0.6666666666666666,1.7975404004068298
265,82.5,0.7777777777777778,2.169226270261438
266,31.5,0.2222222222222222,-0.0917999393781033
267,69.5,0.7777777777777778,1.5687385995276588
268,86.5,0.6666666666666666,2.150775173947736
269,54.5,0.3333333333333333,1.2176167906819921
270,73.0,0.6666666666666666,1.6187524039932675
271,80.0,0.7777777777777778,1.9637265615293478
272,71.5,0.6666666666666666,1.6798094174188445
273,73.0,0.6666666666666666,1.6844039689573098
274,70.0,0.4444444444444444,1.8154230423442197
275,62.5,0.3333333333333333,1.611815080120316
276,77.0,0.7777777777777778,1.767194471579659
277,69.0,0.7777777777777778,1.6249075334997105
278,64.5,0.7777777777777778,1.4855943146329627
279,44.5,0.2222222222222222,0.6363627814038187
280,69.5,0.6666666666666666,1.5062872148060988
281,70.5,0.7777777777777778,1.5896446998610116
282,58.0,0.3333333333333333,1.3958208002544945
283,40.5,0.1111111111111111,0.34871322469352345
284,48.0,0.4444444444444444,1.0907653224363714
285,45.5,0.2222222222222222,0.759015380675146
286,61.0,0.7777777777777778,1.3952596911780586
287,61.5,0.4444444444444444,1.5162270105050368
288,66.5,0.7777777777777778,1.498698999948703
289,89.0,0.7777777777777778,2.118245423754942
290,74.0,0.7777777777777778,1.5753743825539657
291,80.0,0.7777777777777778,1.908672050857215
292,61.5,0.1111111111111111,1.564001099172204
293,65.5,0.6666666666666666,1.3738314698422784
294,78.5,0.6666666666666666,2.0179798844426085
295,66.0,0.7777777777777778,1.4243326938064482
296,56.0,0.3333333333333333,1.3789548674157357
297,69.0,0.6666666666666666,1.5979413927171338
298,71.0,0.4444444444444444,1.8599609994811905
299,68.5,0.4444444444444444,1.7702781436438269
300,67.5,0.6666666666666666,1.729321107839661
301,64.5,0.5555555555555556,1.6538817732030766
302,75.5,0.7777777777777778,1.8285046302450565
303,72.0,0.7777777777777778,1.749005437676747
304,70.5,0.6666666666666666,1.842219841637483
305,73.0,0.6666666666666666,1.646351294172031
306,68.0,0.7777777777777778,1.4598386762388225
307,66.5,0.7777777777777778,1.4485571202264598
308,44.0,0.1111111111111111,0.5848104286120692
309,43.5,0.2222222222222222,0.6183521295985623
310,50.5,0.3333333333333333,1.0507314515005841
311,76.5,0.6666666666666666,1.8428293584230038
312,72.5,0.6666666666666666,1.7676697707275129
313,66.5,0.6666666666666666,1.5302110451870161
314,81.5,0.6666666666666666,2.079165284595897
315,67.0,0.4444444444444444,1.7598437570984173
316,76.5,0.7777777777777778,1.8779463312617968
317,67.0,0.5555555555555556,1.5676185342248026
318,61.5,0.3333333333333333,1.4581460107680093
319,67.5,0.7777777777777778,1.458510379100134
320,70.0,0.6666666666666666,1.8344144543233154
321,75.5,0.6666666666666666,1.8352315163303017
322,79.0,0.7777777777777778,1.962434807443899
323,72.5,0.7777777777777778,1.545820833292595
324,78.0,0.5555555555555556,2.022769703969475
325,58.0,0.3333333333333333,1.4641512456904622
326,83.0,0.7777777777777778,2.1487074769577212
327,41.5,0.2222222222222222,0.6744887217763216
328,70.0,0.6666666666666666,1.7302315021352703
329,72.5,0.6666666666666666,1.7195227147807994
330,80.0,0.6666666666666666,2.055575705496573
331,61.0,0.3333333333333333,1.5589213085296558
332,76.5,0.7777777777777778,1.7219254489090625
333,38.0,0.1111111111111111,0.4937657972835816
334,69.0,0.5555555555555556,2.025617232063056
335,76.0,0.7777777777777778,1.8240476727776722
336,82.5,0.7777777777777778,2.0902607964581037
337,82.0,0.7777777777777778,2.0617817840390873
338,69.5,0.6666666666666666,1.5396874707905208
339,65.0,0.3333333333333333,1.8018580626309837
340,59.5,0.3333333333333333,1.5520427425165424
341,79.0,0.6666666666666666,1.965674290914825
342,64.0,0.3333333333333333,1.7344739140044756
343,72.0,0.4444444444444444,1.8584832308711488
344,71.0,0.6666666666666666,1.8691590414254302
345,76.0,0.6666666666666666,1.9022764233365548
346,96.0,0.8888888888888888,2.342937237192101
347,76.0,0.7777777777777778,1.8046392416933696
348,71.5,0.5555555555555556,1.8922503395630939
349,74.0,0.6666666666666666,1.8254590238116832
350,65.5,0.4444444444444444,1.6692127358177773
351,84.5,0.7777777777777778,2.094625042688524
352,65.0,0.3333333333333333,1.7732242589020724
353,52.5,0.1111111111111111,0.972216201246615
354,64.0,0.6666666666666666,1.401837480131462
355,69.5,0.6666666666666666,1.5148147297408945
356,58.5,0.2222222222222222,1.3616882967347512
357,68.5,0.7777777777777778,1.3964219347170663
358,80.5,0.7777777777777778,2.1091324912531535
359,57.0,0.1111111111111111,1.2255492494503826
360,82.0,0.7777777777777778,2.1134687177670832
361,76.5,0.7777777777777778,1.8621449956471936
362,72.0,0.6666666666666666,1.7725553602284485
363,44.5,0.1111111111111111,0.794299441777658
364,79.5,0.7777777777777778,1.9427633138662515
365,76.5,0.7777777777777778,1.838583522234462
366,91.0,0.4444444444444444,2.302505742915368
367,88.5,0.7777777777777778,2.203186093381899
368,92.0,0.6666666666666666,2.2462870097549312
369,85.0,0.7777777777777778,2.17633172634916
370,72.0,0.3333333333333333,1.6931038810098107
371,74.5,0.7777777777777778,1.8514602142090208
372,70.5,0.7777777777777778,1.6395522425751512
373,71.5,0.7777777777777778,1.6136563598407
374,87.0,0.7777777777777778,2.050311185037744
375,75.0,0.7777777777777778,1.8397999078074465
376,33.5,0.2222222222222222,-0.02227182648185208
377,61.5,0.3333333333333333,1.507638297382476
378,75.0,0.6666666666666666,1.7783396869428794
379,51.0,0.2222222222222222,0.9996142990387665
380,61.0,0.2222222222222222,1.4798387576781529
381,67.5,0.6666666666666666,1.522158167732837
382,75.5,0.7777777777777778,1.7407184488190575
383,63.5,0.2222222222222222,1.6547564934614156
384,84.0,0.7777777777777778,2.2188810941134727
385,77.0,0.6666666666666666,1.75278624036712
386,73.0,0.6666666666666666,1.7064622873718323
387,76.5,0.7777777777777778,1.974293929017756
388,67.0,0.6666666666666666,1.5526448612835477
389,51.0,0.3333333333333333,1.0595326026839211
390,69.5,0.3333333333333333,1.8600018948322226
391,62.0,0.4444444444444444,1.5849790816267253
392,81.0,0.7777777777777778,2.0163132928847527
393,78.0,0.6666666666666666,1.8737409478393028
394,67.5,0.6666666666666666,1.750411666033953
395,70.5,0.6666666666666666,1.5409746454630329
396,74.0,0.5555555555555556,1.914732680748351
397,83.5,0.6666666666666666,2.140239550240802
398,40.0,0.1111111111111111,0.2790380187856687
399,66.0,0.3333333333333333,1.6640414331759898
400,69.5,0.7777777777777778,1.4573358356968193
401,35.5,0.1111111111111111,0.20154544373488856
402,48.0,0.3333333333333333,1.0879519226461858
403,36.5,0.1111111111111111,0.1468103734231862
404,77.5,0.6666666666666666,1.8101035570797217
405,60.5,0.3333333333333333,1.5949115909729759
406,76.5,0.4444444444444444,2.078678235330481
407,55.0,0.4444444444444444,1.2571719285282184
408,54.0,0.3333333333333333,1.2089883626167592
409,72.5,0.7777777777777778,1.6988901774001914
410,80.0,0.7777777777777778,2.010381450974274
411,64.0,0.3333333333333333,1.697796722854035
412,78.0,0.7777777777777778,1.8674330785085873
413,54.5,0.4444444444444444,1.21992005238641
414,36.0,0.2222222222222222,0.25128538696651453
415,43.5,0.2222222222222222,0.723099907541069
416,78.5,0.6666666666666666,2.024059234245445
417,44.0,0.3333333333333333,0.7220803943641647
418,61.0,0.3333333333333333,1.6277215756737389
419,72.0,0.6666666666666666,1.8171651071840216
420,40.0,0.1111111111111111,0.43216147069539373
421,53.5,0.3333333333333333,1.1645189200937198
422,74.5,0.7777777777777778,1.7675343418351188
423,78.0,0.7777777777777778,1.9331627199824541
424,83.5,0.6666666666666666,2.125700384079868
425,76.0,0.6666666666666666,1.9390518753161026
426,52.5,0.3333333333333333,1.1815501206692598
427,67.5,0.3333333333333333,1.7967943249847431
428,50.5,0.3333333333333333,1.0365908227251917
429,70.5,0.4444444444444444,1.8653821279261023
430,42.0,0.2222222222222222,0.5080195480364963
431,73.5,0.3333333333333333,2.0086192673783754
432,69.0,0.2222222222222222,1.6813223611370227
433,69.0,0.7777777777777778,1.4795379160455602
434,76.5,0.7777777777777778,1.8297170411434753
435,68.0,0.6666666666666666,1.4714355975869555
436,88.0,0.7777777777777778,2.182087807630617
437,68.5,0.6666666666666666,1.7657825323906062
438,44.5,0.3333333333333333,0.9063227916180301
439,80.5,0.7777777777777778,1.9789579389798544
440,78.0,0.7777777777777778,2.0236431853742602
441,40.0,0.2222222222222222,0.494279877375576
442,80.5,0.6666666666666666,2.0248853473927837
443,87.5,0.7777777777777778,2.155943383700543
444,40.5,0.1111111111111111,0.35281093639022004
445,58.5,0.4444444444444444,1.294551071189649
446,73.0,0.7777777777777778,2.044960499239974
447,64.0,0.4444444444444444,1.7457815174108509
448,38.0,0.1111111111111111,0.3131788976169884
449,78.5,0.7777777777777778,1.894093829330426
450,74.0,0.7777777777777778,1.6613342723018116
451,80.0,0.7777777777777778,1.9710531086497307
452,58.5,0.6666666666666666,1.2639440548453453
453,33.5,0.2222222222222222,0.07731740853177517
454,63.5,0.6666666666666666,1.5619736338226593
